video,release_date,id,genre_ids,adult,original_title,poster_path,title,overview,original_language,backdrop_path,popularity,vote_count,vote_average
False,2023-04-05,502356,"[16, 10751, 12, 14, 35]",False,The Super Mario Bros. Movie,/qNBAXBIQlnOThrVvA6mA2B5ggV6.jpg,The Super Mario Bros. Movie,"While working underground to fix a water main, Brooklyn plumbers—and brothers—Mario and Luigi are transported down a mysterious pipe and wander into a magical new world. But when the brothers are separated, Mario embarks on an epic quest to find Luigi.",en,/9n2tJBplPbgR2ca05hS5CKXwP2c.jpg,366.372,7111,7.757
False,2023-03-22,603692,"[28, 53, 80]",False,John Wick: Chapter 4,/vZloFAK7NmvMGKE7VkF5UHaz0I.jpg,John Wick: Chapter 4,"With the price on his head ever increasing, John Wick uncovers a path to defeating The High Table. But before he can earn his freedom, Wick must face off against a new enemy with powerful alliances across the globe and forces that turn old friends into foes.",en,/kBBMF7GWYXzdRSk5w4xwip7yk3U.jpg,335.321,4914,7.793
False,2023-07-26,1008042,"[27, 53]",False,Talk to Me,/kdPMUMJzyYAc4roD52qavX0nLIC.jpg,Talk to Me,"When a group of friends discover how to conjure spirits using an embalmed hand, they become hooked on the new thrill, until one of them goes too far and unleashes terrifying supernatural forces.",en,/iIvQnZyzgx9TkbrOgcXx0p7aLiq.jpg,351.438,1701,7.194
False,2011-09-13,118249,[16],False,Thriller Night,/mPQei2YUIY0Ljd3O5Wy7LDuvC8S.jpg,Thriller Night,"A Shrek parody of Michael Jackson's Thriller song and music video, with Donkey singing.",en,/5jlkyXB2sfEBb8EbGsEQTUQ9JGA.jpg,360.224,73,6.945
False,2020-09-23,492008,"[28, 18, 36]",False,검객,/r08U3dwiOeStXcjYmfnRyumgKyq.jpg,The Swordsman,"After being blinded in a coup against the king, Joseon's greatest swordsman goes into hiding, far removed from his city's anguish. But when traffickers kidnap his daughter, he has no choice but to unsheathe his sword once more.",ko,/5lmhjGvg5ddXbTXzeNJfU4qpIeh.jpg,330.264,191,7.573
False,2023-10-20,843846,"[18, 37]",False,Butcher's Crossing,/ecCHA70C9PwG1AJz09wZrlPHzzF.jpg,Butcher's Crossing,"In the 1870s, a young Harvard dropout seeks his destiny out West by tying his fate to a team of buffalo hunters led by a man named Miller. Together, they embark on a harrowing journey risking life and sanity.",en,/6gcXySbEdXC9V39chjcJ1ZxOi07.jpg,310.667,14,6.464
False,2023-06-13,298618,"[28, 12, 878]",False,The Flash,/rktDFPbfHfUbArZ6OOOKsXcv0Bm.jpg,The Flash,"When his attempt to save his family inadvertently alters the future, Barry Allen becomes trapped in a reality in which General Zod has returned and there are no Super Heroes to turn to. In order to save the world that he is in and return to the future that he knows, Barry's only hope is to race for his life. But will making the ultimate sacrifice be enough to reset the universe?",en,/yF1eOkaYvwiORauRCPWznV9xVvi.jpg,316.493,3191,6.851
False,2023-04-02,759584,"[37, 28, 18]",False,Surrounded,/iVVvlosgMU6aePXavihV3L3V3D6.jpg,Surrounded,"After her stagecoach is ambushed, a woman is  tasked with holding a dangerous outlaw captive and must survive the day when the bandit’s gang tries to free him.",en,/fvsKY0EjwC3kMmP6tuuLkFqqLty.jpg,311.3,31,6.29
False,2023-04-27,584004,"[27, 878]",False,Resurrected,/iCPm0mfcOdpLgtfFFkWoq62ko0i.jpg,Resurrected,"In the nearest future, the Catholic Church learnt how to resurrect people. The whole process is kept secret and follows strict rules: only sinless believers under the age of 65 can be resurrected. The film is set on the computer of Stanley, an on-line church priest who helps those who were brought back to life. He is divorced and his son lives with his ex-wife, so he can chat with him only on-line. Stanley's son was the first person to be resurrected after he died in a car accident that Stanley caused. Soon Stanley learns that there is a huge conspiracy behind the resurrection process.",en,/qCiZ46Kzd2xbE5TuAVPEExxNeRQ.jpg,300.045,22,6.205
False,2023-09-13,945729,"[9648, 53, 80]",False,A Haunting in Venice,/1Xgjl22MkAZQUavvOeBqRehrvqO.jpg,A Haunting in Venice,"Celebrated sleuth Hercule Poirot, now retired and living in self-imposed exile in Venice, reluctantly attends a Halloween séance at a decaying, haunted palazzo. When one of the guests is murdered, the detective is thrust into a sinister world of shadows and secrets.",en,/kHlX3oqdD4VGaLpB8O78M25KfdS.jpg,286.45,1031,6.829
False,2023-11-01,1010928,"[28, 35, 18]",False,Voleuses,/atatNvrn7kBvkARD2YodyYkKicr.jpg,Wingwomen,"Tired of life on the run, a pro thief decides to retire — but not before one easy last job with her partner in crime and a feisty new getaway driver.",fr,/micMmUVPwGzw6lqzy96xmCgYxNL.jpg,301.756,142,6.215
False,2013-01-03,76617,"[27, 53]",False,Texas Chainsaw 3D,/dwIQ7WDCSiIcNdbferTcU7uI0KV.jpg,Texas Chainsaw 3D,"A young woman learns that she has inherited a Texas estate from her deceased grandmother. After embarking on a road trip with friends to uncover her roots, she finds she is the sole owner of a lavish, isolated Victorian mansion. But her newfound wealth comes at a price as she stumbles upon a horror that awaits her in the mansion’s dank cellars.",en,/eoIQMUeJDOG41way1pb5TjiPFFf.jpg,416.945,1524,5.449
False,2023-09-29,937249,"[53, 878, 28]",False,57 Seconds,/dfS5qHWFuXyZQnwYREwb7N4qU5p.jpg,57 Seconds,"When a tech blogger lands an interview with a tech guru and stops an attack on him, he finds a mysterious ring that takes him back 57 seconds into the past.",en,/jP3FatCTHc460ZGW57q9ypTdBqu.jpg,302.253,172,5.6
False,2023-10-12,901362,"[16, 10751, 10402, 14, 35]",False,Trolls Band Together,/bkpPTZUdq31UGDovmszsg2CchiI.jpg,Trolls Band Together,"When Branch’s brother, Floyd, is kidnapped for his musical talents by a pair of nefarious pop-star villains, Branch and Poppy embark on a harrowing and emotional journey to reunite the other brothers and rescue Floyd from a fate even worse than pop-culture obscurity.",en,/45zVtZx6Tzx3RKeDziK25K9geFf.jpg,288.02,33,6.606
False,2023-10-19,850880,"[28, 53]",False,Sayen: La ruta seca,/2mQd4twCtANzQGlPNJ7aKued7a4.jpg,Sayen: Desert Road,"Sayen follows a lead to the picturesque desolation of the Atacama Desert. There, she reluctantly teams up with a young Atacameño girl, Quimal, looking to clear her father’s name and save her town from becoming an arid wasteland due to Acteon’s exploitative water usage.",es,/t6lNETZp4pYdrwdQyb97t1U1jAC.jpg,240.323,20,6.65
False,2023-08-18,1156255,"[28, 53]",False,The Engineer,/ozkZ8TeIRwzNH2zF5LFS39M3v5U.jpg,The Engineer,"As Israel is rocked by a series of terrorist bombings, a US senator's daughter is killed in one bloody explosion. Now, ex-Mossad agent Etan must lead an elite, covert team of agents and mercenaries to find the man responsible—the elusive “Engineer.” Can they find and destroy the madman before more innocent lives are lost?",en,/ddiw4IcAtPIY7unuCZoDXYJDH2X.jpg,297.635,31,6.355
False,2023-06-08,1010581,"[18, 10749]",False,Culpa mía,/w46Vw536HwNnEzOa7J24YH9DPRS.jpg,My Fault,"Noah must leave her city, boyfriend, and friends to move into William Leister's mansion, the flashy and wealthy husband of her mother Rafaela. As a proud and independent 17 year old, Noah resists living in a mansion surrounded by luxury. However, it is there where she meets Nick, her new stepbrother, and the clash of their strong personalities becomes evident from the very beginning.",es,/lntyt4OVDbcxA1l7LtwITbrD3FI.jpg,265.154,1884,8.089
False,2023-10-19,1058694,[18],False,Radical,/eSatbygYZp8ooprBHZdb6GFZxGB.jpg,Radical,"In a Mexican border town plagued by neglect, corruption, and violence, a frustrated teacher tries a radical new method to break through his students’ apathy and unlock their curiosity, their potential… and maybe even their genius.",en,/p9DKeXp6FPJtAQ1k13Z4zPWrCbN.jpg,258.37,9,7.7
False,2023-06-28,335977,"[12, 28]",False,Indiana Jones and the Dial of Destiny,/Af4bXE63pVsb2FtbW8uYIyPBadD.jpg,Indiana Jones and the Dial of Destiny,"Finding himself in a new era, and approaching retirement, Indy wrestles with fitting into a world that seems to have outgrown him. But as the tentacles of an all-too-familiar evil return in the form of an old rival, Indy must don his hat and pick up his whip once more to make sure an ancient and powerful artifact doesn't fall into the wrong hands.",en,/35z8hWuzfFUZQaYog8E9LsXW3iI.jpg,290.157,2013,6.679
False,2023-10-17,1034062,"[16, 28, 14]",False,Mortal Kombat Legends: Cage Match,/1eKWqTHp4OgKdx1QX1O9LxKHr1M.jpg,Mortal Kombat Legends: Cage Match,"In 1980s Hollywood, action star Johnny Cage is looking to become an A-list actor. But when his costar, Jennifer, goes missing from set, Johnny finds himself thrust into a world filled with shadows, danger, and deceit. As he embarks on a bloody journey, Johnny quickly discovers the City of Angels has more than a few devils in its midst.",en,/k0VC5O8PrrJRqqDDbHDiDo8qAE0.jpg,274.482,58,7.034
False,2023-04-11,926680,"[28, 53]",False,Breakout,/if4ri8tSSLPoqCWW2XypnYRO0Dy.jpg,Breakout,"Having taken control of a maximum security prison, a criminal mastermind faces off against a retired Black Ops agent who had been visiting his incarcerated son.",en,/vml21gWkiM2BXADaINTbOqrJ14X.jpg,359.566,6,3.333
False,2019-10-18,628707,"[53, 27]",False,Trick,/2rhuScKVjQng9HfXgCyA65ZP5pq.jpg,Trick,A detective tries to track down a masked killer who reappears every Halloween to wreak bloody havoc.,en,/hldPY45usHEt6Zv73oxe1yKyUa0.jpg,256.172,128,5.9
False,2023-01-13,994143,"[27, 9648]",False,Skinamarink,/o942912KFh89SGhqWuKXuT0SXzN.jpg,Skinamarink,"Two children wake up in the middle of the night to find their father is missing, and all the windows and doors in their home have vanished.",en,/8Y0RxH5cXiKV8C9Wyj6JkW9VYaG.jpg,229.565,177,5.664
False,2023-05-03,447365,"[878, 12, 28]",False,Guardians of the Galaxy Vol. 3,/r2J02Z2OpNTctfOSN1Ydgii51I3.jpg,Guardians of the Galaxy Vol. 3,"Peter Quill, still reeling from the loss of Gamora, must rally his team around him to defend the universe along with protecting one of their own. A mission that, if not completed successfully, could quite possibly lead to the end of the Guardians as we know them.",en,/5YZbUmjbMa3ClvSW1Wj3D6XGolb.jpg,230.529,5249,8.0
False,2022-12-14,76600,"[878, 12, 28]",False,Avatar: The Way of Water,/t6HIqrRAclMCA60NsSmeqe9RmNV.jpg,Avatar: The Way of Water,"Set more than a decade after the events of the first film, learn the story of the Sully family (Jake, Neytiri, and their kids), the trouble that follows them, the lengths they go to keep each other safe, the battles they fight to stay alive, and the tragedies they endure.",en,/8rpDcsfLJypbO6vREc0547VKqEv.jpg,240.829,10106,7.65
False,2023-05-18,447277,"[12, 10751, 14, 10749]",False,The Little Mermaid,/ym1dxyOk4jFcSl4Q2zmRrA5BEEN.jpg,The Little Mermaid,"The youngest of King Triton’s daughters, and the most defiant, Ariel longs to find out more about the world beyond the sea, and while visiting the surface, falls for the dashing Prince Eric. With mermaids forbidden to interact with humans, Ariel makes a deal with the evil sea witch, Ursula, which gives her a chance to experience life on land, but ultimately places her life – and her father’s crown – in jeopardy.",en,/7VEUOEfRzzrQfWddlIyLUKvh6Nf.jpg,255.474,2328,6.493
False,2023-07-27,823395,"[28, 18, 80, 53]",False,The Baker,/ApRW9CPK83fF4KCXPR00KCzXOjL.jpg,The Baker,"A quiet, stoic man, lives a monk-like existence in self-imposed exile. When his estranged son is killed in a drug deal gone bad, he is left to look after a granddaughter he never knew existed, and he is forced back into a life he tried to put behind him.",en,/usKCKmo1UcVsz0t3NNbkPXCmyk1.jpg,237.465,15,6.6
False,2023-10-18,466420,"[80, 18, 36]",False,Killers of the Flower Moon,/dB6Krk806zeqd0YNp2ngQ9zXteH.jpg,Killers of the Flower Moon,"When oil is discovered in 1920s Oklahoma under Osage Nation land, the Osage people are murdered one by one—until the FBI steps in to unravel the mystery.",en,/mPayGWnbFwlqtE65HjqNDfFGb8I.jpg,240.21,836,7.789
False,2023-10-05,961268,"[28, 80, 53]",False,발레리나,/oE7xtGDqZnr7tFHfwb8oM9iRW6H.jpg,Ballerina,"Grieving the loss of a best friend she couldn't protect, an ex-bodyguard sets out to fulfill her dear friend's last wish: sweet revenge.",ko,/dAXSflkUKRfpzK74kRaovfK09Kx.jpg,202.902,283,6.947
False,2023-07-25,1003581,"[16, 28, 878, 12]",False,Justice League: Warworld,/pHdSS5G3wDwJp6jWgMpbSjNiTbr.jpg,Justice League: Warworld,"Until now, the Justice League has been a loose association of superpowered individuals. But when they are swept away to Warworld, a place of unending brutal gladiatorial combat, Batman, Superman, Wonder Woman and the others must somehow unite to form an unbeatable resistance able to lead an entire planet to freedom.",en,/kIMYSzp1fH1H9adKplekLD9BuNi.jpg,236.956,181,7.293
False,2021-12-15,634649,"[28, 12, 878]",False,Spider-Man: No Way Home,/5weKu49pzJCt06OPpjvT80efnQj.jpg,Spider-Man: No Way Home,"Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a super-hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man.",en,/14QbnygCuTO0vl7CAFmPf1fgZfV.jpg,221.278,18469,8.0
False,2023-04-21,986210,"[878, 12, 28]",False,Space Wars: Quest for the Deepstar,/lVoJVFyAyEPfxYnbp3Tem5FXipe.jpg,Space Wars: Quest for the Deepstar,"A father and daughter team of space scavengers race against a band of evil mercenaries to reach a legendary lost freighter called the Deepstar. Along their trek through the universe, they encounter monsters, aliens, robots, and something even worse.",en,/8XdXSbjYaXlhUuqbWdnmLGc0bvb.jpg,307.597,7,3.4
False,2023-04-06,870518,"[53, 35, 18]",False,Sanctuary,/mpVGR5tPhTmTiqSu8kvrSsNCQLl.jpg,Sanctuary,"Confined to a claustrophobic hotel room, the heir to a hotel empire and the dominatrix who has primed him for success become locked in a battle of wits and wills as he tries to end his relationship with her.",en,/hZ5r3hrbQ9uqXBxto1VpixOfqvj.jpg,215.1,82,6.1
False,2023-10-27,1190012,"[16, 35, 878, 10770]",False,South Park: Joining the Panderverse,/18IsRVfs5MkkTcqTGlUAnka6sCh.jpg,South Park: Joining the Panderverse,"Cartman's deeply disturbing dreams portend the end of the life he knows and loves. Meanwhile, the adults in South Park are wrestling with their own life decisions, as the advent of AI is turning their world upside down.",en,/gIQ3AGPR6WAWzh70mulRDN8kd23.jpg,222.741,89,8.258
False,2023-06-15,1076364,"[16, 12, 10751]",False,Carl's Date,/wakoF2UgsEE3fGs5KpuwMWsaNr2.jpg,Carl's Date,"Carl Fredricksen reluctantly agrees to go on a date with a lady friend—but admittedly has no idea how dating works these days. Ever the helpful friend, Dug steps in to calm Carl's pre-date jitters and offer some tried-and-true tips for making friends—if you're a dog.",en,/iOJX54nVAsnPawagFiWXKv1Y6sB.jpg,245.209,291,7.662
False,2022-12-07,315162,"[12, 14, 16, 35, 10751, 28]",False,Puss in Boots: The Last Wish,/kuf6dutpsT0vSVehic3EZIqkOBt.jpg,Puss in Boots: The Last Wish,"Puss in Boots discovers that his passion for adventure has taken its toll: He has burned through eight of his nine lives, leaving him with only one life left. Puss sets out on an epic journey to find the mythical Last Wish and restore his nine lives.",en,/b1Y8SUb12gPHCSSSNlbX4nB3IKy.jpg,224.389,6578,8.261
False,2023-03-09,862552,"[9648, 53, 28, 18]",False,The Ritual Killer,/1VtHaELqLMovl8EueBWHDtihhzF.jpg,The Ritual Killer,"Unable to process the death of his daughter, Detective Boyd embarks on a hunt for a serial killer who murders according to a brutal tribal ritual: Muti. The only person who can help Boyd is Professor Mackles, an anthropologist who hides an unspeakable secret. The line between sanity and madness thins as Boyd goes deeper into the killer’s world.",en,/bQTfSXQrcVwXJ5TvNzbd3ioMnnM.jpg,216.494,182,6.157
False,2023-03-16,1067820,"[878, 9648, 53, 28]",False,Awareness,/nXj3iwqUTnVWR95KCkjGT6hle0J.jpg,Awareness,"Ian is a teenager who lives with his father on the outskirts by running small scams using Ian's ability to generate visual illusions upon unsuspecting victims. When one of his cons goes awry, his abilities publicly spiral out of control and Ian becomes the target of two rival organizations, each seeking to exploit his powers.",es,/k38uEFijy5ONeCc5vWAGoyxBvD2.jpg,193.529,91,5.681
False,2021-12-10,804755,[27],False,Agnes,/jDskIhzLfZc8SB4ybkcWOgmI98M.jpg,Agnes,"Rumors of demonic possession at a religious convent prompts a church investigation into the strange goings-on among its nuns. A disaffected priest and his neophyte are confronted with temptation, bloodshed and a crisis of faith.",en,/llnBxap3dpzc9ByOgeMUi0TaUhe.jpg,290.721,28,3.839
